Supplier Part Number,Part Description,Category L1,Category L2,Category L3,Category L4,Supplier,Part Description - Cleaned,Category L1 - Cleaned,Category L2 - Cleaned,Category L3 - Cleaned,Category L4 - Cleaned,Prediction,prob_Abrasives,prob_Automation Electrical,prob_Automation Mechanical,prob_Automation Welding,"prob_Chemicals, Oils & Lubricants",prob_Cutting Tools,prob_Gasses,prob_General,prob_Office Supplies,prob_Safety,prob_Tools
6193198,S25 MBT CAP (MBT TUBE NUT & INSERT),HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,s25 mbt cap mbt tube nut insert,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009087319,0.00059561833,0.0009937292,0.0008953936,0.0006910335,0.0006226642,0.9926206,0.0009493794,0.0005162577,0.0008504596,0.00035610353
310032,2404-04-02 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 04 02 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010279419,0.00087784824,0.0012178171,0.0009474091,0.0008118819,0.0007170968,0.9912248,0.0011382198,0.0006065413,0.0009292267,0.0005012231
310062,2404-04-06 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 04 06 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00087126443,0.00074404787,0.001032199,0.0008030063,0.00068813603,0.00060779793,0.9926132,0.0009647339,0.0005140931,0.0007875953,0.0003738622
310108,2404-06-04 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 06 04 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008712835,0.0007222161,0.0010322217,0.00080302387,0.0006881511,0.00060781126,0.99263495,0.000964755,0.0005141043,0.0007876125,0.00037387037
310135,2404-06-06 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 06 06 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008713604,0.0005931863,0.0010323127,0.0008244094,0.0006882118,0.0006078649,0.9927226,0.0009843989,0.0005141497,0.0007876821,0.00037390337
310165,2404-08-06 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 08 06 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.000871354,0.00059318193,0.0010323052,0.0008244034,0.0006882068,0.0006247327,0.9927153,0.0009843915,0.00051414594,0.0007876763,0.0003642876
310182,2404-08-04 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 08 04 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00087129185,0.000722223,0.0010322316,0.00080303155,0.0006881577,0.0006078171,0.9926444,0.0009647643,0.00051410927,0.0007876201,0.00036426162
310325,2404-16-16 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 16 16 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.000905112,0.00059324567,0.0009897707,0.0009242793,0.00068828074,0.00049339456,0.992822,0.0009275146,0.00051420124,0.00078776095,0.0003544189
311285,2502-04-04-FG ELBOW 90 MJ-FP FORGED,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2502 04 04 fg elbow 90 mj fp forged,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010361375,0.0006791246,0.0011330516,0.0010307229,0.0007879174,0.0006959301,0.9915987,0.001084034,0.0005886376,0.0009017985,0.0004638618
311684,2403-06-06 STRAIGHT MJ-MJ,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2403 06 06 straight mj mj,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009049354,0.00059312995,0.0009895776,0.00094779994,0.00068814645,0.00060780713,0.9926282,0.0009843053,0.0005141009,0.0007876072,0.00035434976
311965,2405-04-04 FEMALE CONN,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2405 04 04 female conn,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009881564,0.00083674135,0.0010805825,0.00096891617,0.00075143075,0.0005241159,0.9918944,0.0010744509,0.0005613792,0.000924791,0.00039502268
312030,2405-08-06  FEMALE CONN,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2405 08 06 female conn,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009880972,0.0008366912,0.0010805178,0.0010360834,0.0007513857,0.0005240845,0.991835,0.0010746494,0.00056134554,0.00092473556,0.00038739026
312057,2405-08-04 FEMALE CONNECTOR,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2405 08 04 female connector,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010126017,0.00085744075,0.0011073141,0.0010340451,0.0007700198,0.0005370816,0.9917556,0.0010806024,0.00057526666,0.0008813141,0.0003886844
312076,2405-12-12  FEMALE CONN,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2405 12 12 female conn,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00087136147,0.0007222807,0.001032314,0.0008504279,0.00068821263,0.00048002187,0.99272376,0.00096547464,0.00051415036,0.000787683,0.00036429072
312713,2501-16-16-FG ELBOW 90D MJ-MP FORGED,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2501 16 16 fg elbow 90d mj mp forged,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008714078,0.00059321854,0.0010323689,0.00082445424,0.00068824925,0.00060789793,0.9927765,0.0009469088,0.00051417766,0.00078772486,0.000357121
314589,2603-04-04-04-FG TEE MJ-MJ-MJ,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2603 04 04 04 fg tee mj mj mj,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008830107,0.00074770703,0.0010072064,0.00084343244,0.00067147403,0.00060954323,0.99267876,0.0009426458,0.0005016453,0.0007685251,0.0003460242
316221,2601-06-06-06-FG FITTING,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2601 06 06 06 fg fitting,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00088305253,0.0007260666,0.0010072541,0.0008434725,0.0006715059,0.00060957216,0.99272585,0.00092363026,0.0005016691,0.00076856156,0.00033937494
316595,6400-12-14-O STRAIGHT MJ-MORB,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6400 12 14 o straight mj morb,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008831957,0.00057888095,0.0010074174,0.000926088,0.00067161483,0.00046844504,0.99288684,0.0009423652,0.00050175044,0.00078427006,0.0003490849
316866,2404-02-02 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 02 02 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008831757,0.0005788678,0.0010073946,0.00084359007,0.0006715995,0.000593192,0.99286425,0.0009412683,0.00050173904,0.0007686687,0.00034625494
317032,0304-C-04 CAP NUT JIC 7/16-20,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,0304 c 04 cap nut jic 7 16 20,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009880317,0.00083663577,0.0010804462,0.000968794,0.000751336,0.0007075374,0.9917693,0.0010322268,0.00056130835,0.0009246743,0.00037972053
317053,0304-C-06 CAP NUT-JIC 9/16-18,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,0304 c 06 cap nut jic 9 16 18,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010124594,0.00083246786,0.0011071587,0.0010339,0.0007699117,0.0007250303,0.9916163,0.0010577472,0.00057518587,0.00088119035,0.0003886298
317085,0304-C-12 CAP NUT-JIC 1.1/16-12,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,0304 c 12 cap nut jic 1 1 16 12,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010124842,0.0008080439,0.0011071857,0.0010339252,0.0007699305,0.000725048,0.99164057,0.001057773,0.00057519996,0.0008812119,0.0003886393
317218,2408-04 PLUG-JIC 7/16-20,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2408 04 plug jic 7 16 20,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010125814,0.00085742364,0.001107292,0.0010605453,0.0007700044,0.00055197824,0.99173576,0.0010591111,0.0005752552,0.00088129647,0.00038867662
317239,2408-06 PLUG-JIC 9/16-18,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2408 06 plug jic 9 16 18,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009881197,0.0008367103,0.0010805425,0.0009937298,0.00075140287,0.000592494,0.9918576,0.0010335254,0.00056135835,0.00092475663,0.00037975435
317261,2408-10 PLUG-JIC 7/8-14,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2408 10 plug jic 7 8 14,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.000959389,0.000812382,0.0010491244,0.00094070897,0.000729555,0.0005088578,0.9922052,0.000983135,0.00054503616,0.0008978683,0.00036871256
318745,6400-04-06-O STRAIGHT THREAD CONN,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6400 04 06 o straight thread conn,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009881803,0.0008367615,0.0011271681,0.00096893957,0.0007514489,0.00052412855,0.9919184,0.0010762787,0.0005613927,0.00086005905,0.00038723703
318812,6400-08-08-O STRAIGHT MJ-MORB,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6400 08 08 o straight mj morb,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008832112,0.0005788911,0.0010074351,0.00087024755,0.0006716266,0.00046845325,0.99290425,0.0009807897,0.00050175923,0.0007842838,0.00034909102
318837,6400-08-10-O STRAIGHT MJ-MORB,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6400 08 10 o straight mj morb,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00090367475,0.00059230335,0.0010307768,0.00091404316,0.0006871878,0.00047930705,0.9926763,0.0009840287,0.00051338447,0.00080245483,0.00041658053
320466,6805-08-06-NWO-FG,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6805 08 06 nwo fg,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00097501586,0.000857508,0.0011551147,0.00089862937,0.00077008014,0.00055203255,0.9918333,0.0011019771,0.0005753118,0.0008813832,0.00039958186
322714,8-8 FBU-S MALE CONN,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,8 8 fbu s male conn,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008715098,0.000593288,0.0010324897,0.00080323237,0.0006883298,0.0004934297,0.99289274,0.0009657306,0.00051423785,0.00078781706,0.0003571628
337946,6505-06-06  ADAPTER STRAIGHT MP-FJS,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6505 06 06 adapter straight mp fjs,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00097493816,0.00085743965,0.0011550228,0.0008985578,0.0007700188,0.00055198855,0.9917543,0.0010376633,0.0005752659,0.00089917966,0.0005255794
339221,0304-C-02 CAP NUT-JIC 5/16-24,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,0304 c 02 cap nut jic 5 16 24,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010124343,0.0008572991,0.0011071311,0.0010338742,0.00076989253,0.0007250123,0.9915917,0.0010577209,0.0005751716,0.00088116847,0.00038862016
357577,2501-LLL-08-06-FG MJ-MP LONG,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2501 lll 08 06 fg mj mp long,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00095077965,0.00062317774,0.0010039783,0.0009958162,0.0007230081,0.0006563242,0.99224573,0.001013623,0.00052315375,0.0008275076,0.0004368809
2059021,6601-6-6 QUICK COUPLER 3/8-18 NPTF,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6601 6 6 quick coupler 3 8 18 nptf,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00090493006,0.00076626765,0.0009895717,0.0009240935,0.0006881424,0.0004932954,0.9926224,0.0009463348,0.00051409786,0.00080356986,0.0003473551
2059022,6602-6-6 NIPPLE 3/8-18 NPTF,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6602 6 6 nipple 3 8 18 nptf,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009049783,0.00076630857,0.0009896245,0.0009002491,0.0006881791,0.00047999847,0.99267536,0.0009461768,0.0005141253,0.0007876446,0.00034737363
2243600,10691N-8-8  FITTING,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,10691n 8 8 fitting,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010126439,0.00066372595,0.0011073604,0.0010772484,0.00077005196,0.000624053,0.991797,0.0011026335,0.0005752907,0.0008813509,0.0003887006
2496327,12C40MLO-S MALE ELBOW BSPP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,12c40mlo s male elbow bspp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009883895,0.0006478287,0.0010808373,0.0009691447,0.000751608,0.00053481024,0.9921284,0.0010326005,0.00056151155,0.0009250091,0.00037985801
3004994,SS-600-3,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,ss 600 3,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009883717,0.00064781704,0.0011273863,0.0009939832,0.0007515945,0.0005242301,0.99211055,0.0010333667,0.0005615015,0.0008602257,0.0004009649
3251435,GE-SR-10-3/8 10MM HEAVY X -6MBSPP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,ge sr 10 3 8 10mm heavy x 6mbspp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008832352,0.0005789068,0.0010074624,0.0008882502,0.00067164475,0.00046846594,0.9929311,0.0009608956,0.00050177285,0.00076872046,0.0003394451
3518451,6835-06-06-06-NWO-FG,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6835 06 06 06 nwo fg,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009881983,0.00083677686,0.0011271887,0.0009439055,0.00075146265,0.0005386866,0.99193656,0.0010760075,0.000561403,0.0008600748,0.00037978456
3520955,DC-S-25 FERRULE 16MM HEAVY STEEL,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,dc s 25 ferrule 16mm heavy steel,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010109987,0.000662648,0.001153196,0.000990451,0.00076880096,0.0006184359,0.99161506,0.0010999193,0.00057435635,0.00089775794,0.0006084332
3531298,M-L-10 TUBE NUT 10MM LIGHT M16X1.5,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,m l 10 tube nut 10mm light m16x1 5,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008715177,0.0005932934,0.0010324991,0.0008032397,0.0006883361,0.0005224832,0.99290174,0.00092758914,0.0005142425,0.0007878243,0.00035716605
3658462,GE-SRED-161/2 ADAPTER S16 X 8MBSPP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,ge sred 161 2 adapter s16 x 8mbspp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009749874,0.00085748296,0.001155081,0.00094611145,0.00077005767,0.000537108,0.99180436,0.0010795837,0.00057529495,0.00088135747,0.00041859507
3779466,DC-S-38 FERRULE DOUBLE CUT 38MM,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,dc s 38 ferrule double cut 38mm,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010127138,0.00066377176,0.0011074368,0.0010606841,0.0007701051,0.000607241,0.99186546,0.0010590502,0.0005753304,0.0008814117,0.00039676618
3806704,DC-S-25 FERRULE 25MM HEAVY STEEL,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,dc s 25 ferrule 25mm heavy steel,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0011946079,0.0007829923,0.0013063444,0.0012188441,0.00090842426,0.0007307512,0.99029595,0.0012737333,0.0006786659,0.0010608009,0.00054891943
4425511,B2-NPM-0606,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,b2 npm 0606,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010125313,0.00085738127,0.0011072373,0.0010604929,0.00076996634,0.0005370443,0.99168676,0.0011234368,0.00057522673,0.0008812529,0.0003886574
4460817,4 F5BU-S STRAIGHT THREAD CONNECTOR,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,4 f5bu s straight thread connector,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00090870116,0.00072521664,0.0009936956,0.00086797145,0.0006910101,0.0005599971,0.99258703,0.0009504574,0.00051624025,0.0008504308,0.00034923217
4869115,W-S-10 UNION 90 ELBOW S10 COMPRESSION,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,w s 10 union 90 elbow s10 compression,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009882856,0.00064776064,0.0011093409,0.00096904294,0.00075152906,0.00053873414,0.9920242,0.0010974597,0.0005614526,0.00092491193,0.00038727833
5353510,H4-62 COUPLER,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,h4 62 coupler,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00090874254,0.0005956253,0.0009937409,0.00091836916,0.0006910416,0.000544898,0.9926322,0.00096903375,0.00051626377,0.00087353546,0.00035647023
6242354,BUZ-L/S-10X CAP BODY,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,buz l s 10x cap body,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009883434,0.0006477985,0.0011273541,0.0009690995,0.00075157295,0.00053478533,0.9920821,0.0010973972,0.0005614854,0.0008602011,0.0003798403
6242356,BUZ-S-16X CAP BODY,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,buz s 16x cap body,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009883434,0.0006477985,0.0011273541,0.0009690995,0.00075157295,0.00053478533,0.9920821,0.0010973972,0.0005614854,0.0008602011,0.0003798403
6242359,BUZ-S-30X CAP BODY,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,buz s 30x cap body,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010112673,0.000662824,0.0011535024,0.0009915772,0.0007690052,0.00054718927,0.9918785,0.0010781559,0.0005745089,0.00088015286,0.00045328558
6242360,BUZ-S-38X CAP BODY,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,buz s 38x cap body,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009883854,0.000647826,0.001127402,0.0009691407,0.00075160485,0.00053480803,0.99212426,0.0010549923,0.0005615092,0.0008602376,0.00037985644
6242380,T-S-10 TUBE UNION TEE,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,t s 10 tube union tee,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00088329206,0.00057894405,0.0010342061,0.00084370124,0.000671688,0.0004779428,0.9929951,0.00090515456,0.00050180516,0.00076877,0.00033946696
7049233,SS-12MO-7-4RT,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,ss 12mo 7 4rt,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008832813,0.000578937,0.001007515,0.00084369094,0.00067167985,0.0004814942,0.992983,0.000923492,0.00050179905,0.0007687606,0.0003563382
7464257,9197-24-S38-52 TUBE FITTING,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,9197 24 s38 52 tube fitting,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008832267,0.00057890126,0.0009658384,0.00090217526,0.00067163835,0.00046846145,0.99292165,0.00092359795,0.000501768,0.0008433468,0.00033944185
14063648,8XHBU2-S  FITTING,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,8xhbu2 s fitting,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009050399,0.00059319846,0.0009896919,0.0009627799,0.0006882259,0.0005033032,0.9927429,0.0009656632,0.00051416026,0.0007876982,0.0003473973
310032,2404-04-02 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 04 02 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.001067555,0.0008777688,0.0011674076,0.0010619762,0.00081180845,0.0007170319,0.9911351,0.0011381168,0.0006064864,0.00092914264,0.00048754815
310150,2404-06-08 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 06 08 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008831018,0.00057881937,0.0009657018,0.0008659071,0.00067154336,0.00060960616,0.9927812,0.00096055673,0.00050169707,0.000826473,0.00035536246
311684,2403-06-06 STRAIGHT MJ-MJ,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2403 06 06 straight mj mj,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009049354,0.00059312995,0.0009895776,0.00094779994,0.00068814645,0.00060780713,0.9926282,0.0009843053,0.0005141009,0.0007876072,0.00035434976
312030,2405-08-06  FEMALE CONN,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2405 08 06 female conn,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0010125001,0.00085735484,0.0011072032,0.0011056833,0.0007699426,0.0005370278,0.9916562,0.0011011898,0.000575209,0.00088122574,0.00039646914
312057,2405-08-04 FEMALE CONNECTOR,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2405 08 04 female connector,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009750026,0.00085749634,0.001155099,0.00092246704,0.0007700697,0.0005371164,0.99181986,0.0010806724,0.0005753039,0.0008813712,0.00042558735
316866,2404-02-02 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 02 02 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.00087140466,0.0005932164,0.0010323653,0.0008031355,0.0006882468,0.0006078958,0.992773,0.00096459984,0.00051417586,0.00078772206,0.0003643088
316888,2404-24-16 STRAIGHT MJ-MP,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,2404 24 16 straight mj mp,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008715138,0.0005932907,0.0010324945,0.00082455453,0.00068833295,0.00048010578,0.9928973,0.0009459886,0.00051424024,0.0007878207,0.0003643544
322662,4-6 FBU-S MALE CONN,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,4 6 fbu s male conn,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008831849,0.00070485263,0.0010074051,0.00084359886,0.00067160657,0.00048144168,0.9928746,0.0009234582,0.0005017443,0.00076867675,0.00033942578
326586,5502-04-04-FG MP-FP 90D STREET ELBOW,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,5502 04 04 fg mp fp 90d street elbow,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009882144,0.0007886746,0.001127207,0.00094392075,0.0007514749,0.00059255067,0.9919526,0.0010540531,0.0005614121,0.00086008874,0.00037979073
326685,5502-04-04-SS FITTING,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,5502 04 04 ss fitting,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009881383,0.00083672587,0.0011271201,0.000943848,0.0007514169,0.00059250504,0.9918761,0.0010754475,0.0005613688,0.00086002244,0.00038722053
1635408,KQ2L07-35AS MALE ELBOW,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,kq2l07 35as male elbow,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0009882709,0.0006477509,0.0010807076,0.0010362655,0.0007515178,0.00052417663,0.9920093,0.001095874,0.00056144415,0.0009248981,0.0003798124
2059021,6601-6-6 QUICK COUPLER 3/8-18 NPTF,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6601 6 6 quick coupler 3 8 18 nptf,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008830978,0.00074778084,0.00096569746,0.0008659032,0.0006715403,0.0004813942,0.99277675,0.00092350366,0.0005016948,0.00084322377,0.00033939234
2059022,6602-6-6 NIPPLE 3/8-18 NPTF,HOSE AND FITTINGS,FITTINGS PIPE & TUBE,FITTINGS,TUBE FITTINGS,Motion,6602 6 6 nipple 3 8 18 nptf,hose and fittings,fittings pipe tube,fittings,tube fittings,Gasses,0.0008831441,0.0007478201,0.0009657481,0.0008435599,0.00067157554,0.00046841765,0.9928288,0.0009233486,0.0005017211,0.00082651264,0.00033941012
